Text,Timestamp,User,Platform,Retweets,Likes,Country,Year,Month,Day_of_Week,Clean_Text,Vader_Score,Sentiment,temp_list
Capturing the beauty of nature through photography. Every snapshot is a treasure. #NaturePhotography #SeniorPhotographer ,2023-06-17 15:00:00, PhotographySenior ,Instagram,35,70,USA,2023,June,Saturday,captur beauti natur photographi everi snapshot treasur naturephotographi seniorphotograph,0.0,neutral,"['captur', 'beauti', 'natur', 'photographi', 'everi', 'snapshot', 'treasur', 'naturephotographi', 'seniorphotograph']"
"Reconnecting with old friends over a cup of tea. Friendship, the true essence of companionship. #OldFriends #Companionship ",2023-06-18 11:30:00, TeaTimeSenior ,Twitter,28,55,UK,2023,June,Sunday,reconnect old friend cup tea friendship true essenc companionship oldfriend companionship,0.836,positive,"['reconnect', 'old', 'friend', 'cup', 'tea', 'friendship', 'true', 'essenc', 'companionship', 'oldfriend', 'companionship']"
"Embarked on a road trip to revisit cherished places from the past. Nostalgia, the ultimate travel companion. #RoadTrip #NostalgiaTour ",2023-06-19 16:30:00, RoadTripSenior ,Facebook,22,45,Canada,2023,June,Monday,embark road trip revisit cherish place past nostalgia ultim travel companion roadtrip nostalgiatour,0.3818,positive,"['embark', 'road', 'trip', 'revisit', 'cherish', 'place', 'past', 'nostalgia', 'ultim', 'travel', 'companion', 'roadtrip', 'nostalgiatour']"
"Joined a community choir, harmonizing with fellow voices. Music creates bonds that withstand time. #CommunityChoir #HarmonyInAging ",2023-06-20 14:20:00, ChoirEnthusiast ,Instagram,20,40,USA,2023,June,Tuesday,join commun choir harmon fellow voic music creat bond withstand time communitychoir harmonyinag,0.296,positive,"['join', 'commun', 'choir', 'harmon', 'fellow', 'voic', 'music', 'creat', 'bond', 'withstand', 'time', 'communitychoir', 'harmonyinag']"
"Exploring the art of meditation, finding tranquility in the stillness of the mind. #MeditationJourney #TranquilMind ",2023-06-21 19:00:00, MeditationSenior ,Twitter,18,35,UK,2023,June,Wednesday,explor art medit find tranquil still mind meditationjourney tranquilmind,0.0516,positive,"['explor', 'art', 'medit', 'find', 'tranquil', 'still', 'mind', 'meditationjourney', 'tranquilmind']"
"Taking a stroll in the garden, appreciating the beauty of blooming flowers. Nature's wonders never cease. #GardenWalk #FloralBeauty ",2023-06-22 13:45:00, GardenEnthusiast ,Facebook,25,50,USA,2023,June,Thursday,take stroll garden appreci beauti bloom flower natur wonder never ceas gardenwalk floralbeauti,0.0,neutral,"['take', 'stroll', 'garden', 'appreci', 'beauti', 'bloom', 'flower', 'natur', 'wonder', 'never', 'ceas', 'gardenwalk', 'floralbeauti']"
"Sipping on a favorite vintage wine, each sip telling a story of the years gone by. Cheers to a life well-lived. #WineLover #VintageCheers ",2023-06-23 18:45:00, WineConnoisseur ,Instagram,28,55,UK,2023,June,Friday,sip favorit vintag wine sip tell stori year gone cheer life wellliv winelov vintagech,0.5106,positive,"['sip', 'favorit', 'vintag', 'wine', 'sip', 'tell', 'stori', 'year', 'gone', 'cheer', 'life', 'wellliv', 'winelov', 'vintagech']"
"Participated in a community art class, unleashing creativity in the golden years. Art has no age limit. #ArtClass #SeniorArtistry ",2023-06-24 16:15:00, ArtisticSenior ,Twitter,22,45,Canada,2023,June,Saturday,particip commun art class unleash creativ golden year art age limit artclass seniorartistri,0.0,neutral,"['particip', 'commun', 'art', 'class', 'unleash', 'creativ', 'golden', 'year', 'art', 'age', 'limit', 'artclass', 'seniorartistri']"
"Embarking on a journey of writing a memoir, documenting a lifetime of experiences. Every story matters. #MemoirWriting #SeniorStories ",2023-06-25 20:30:00, MemoiristSenior ,Facebook,35,70,USA,2023,June,Sunday,embark journey write memoir document lifetim experi everi stori matter memoirwrit seniorstori,0.0258,neutral,"['embark', 'journey', 'write', 'memoir', 'document', 'lifetim', 'experi', 'everi', 'stori', 'matter', 'memoirwrit', 'seniorstori']"
"Attended a lecture on history, always fascinated by the lessons from the past. Learning is a lifelong adventure. #HistoryLecture #SeniorLearning ",2023-06-26 14:00:00, HistoryEnthusiast ,Instagram,30,60,UK,2023,June,Monday,attend lectur histori alway fascin lesson past learn lifelong adventur historylectur seniorlearn,0.0,neutral,"['attend', 'lectur', 'histori', 'alway', 'fascin', 'lesson', 'past', 'learn', 'lifelong', 'adventur', 'historylectur', 'seniorlearn']"
"Rediscovered the joy of cooking traditional family recipes. The kitchen, a place of cherished memories. #FamilyRecipes #SeniorCooking ",2023-06-27 17:45:00, FamilyChefSenior ,Twitter,20,40,USA,2023,June,Tuesday,rediscov joy cook tradit famili recip kitchen place cherish memori familyrecip seniorcook,0.7506,positive,"['rediscov', 'joy', 'cook', 'tradit', 'famili', 'recip', 'kitchen', 'place', 'cherish', 'memori', 'familyrecip', 'seniorcook']"
"Joined a nature photography club, capturing the beauty of the great outdoors. Every click is a connection to nature. #NaturePhotography #SeniorPhotographer ",2023-06-28 22:15:00, NaturePhotographySenior ,Facebook,18,35,UK,2023,June,Wednesday,join natur photographi club captur beauti great outdoor everi click connect natur naturephotographi seniorphotograph,0.743,positive,"['join', 'natur', 'photographi', 'club', 'captur', 'beauti', 'great', 'outdoor', 'everi', 'click', 'connect', 'natur', 'naturephotographi', 'seniorphotograph']"
"Attended a jazz concert and swayed to the rhythm of timeless tunes. Music, a constant companion in the golden years. #JazzConcert #SeniorMusic ",2023-06-29 16:30:00, JazzMusicLover ,Instagram,25,50,USA,2023,June,Thursday,attend jazz concert sway rhythm timeless tune music constant companion golden year jazzconcert seniormus,0.0,neutral,"['attend', 'jazz', 'concert', 'sway', 'rhythm', 'timeless', 'tune', 'music', 'constant', 'companion', 'golden', 'year', 'jazzconcert', 'seniormus']"
"Joined a writing group, penning down thoughts and reflections. Writing, a journey into the depths of the soul. #WritingGroup #SeniorWriter ",2023-06-30 19:30:00, SeniorWordsmith ,Twitter,28,55,UK,2023,June,Friday,join write group pen thought reflect write journey depth soul writinggroup seniorwrit,0.296,positive,"['join', 'write', 'group', 'pen', 'thought', 'reflect', 'write', 'journey', 'depth', 'soul', 'writinggroup', 'seniorwrit']"
"Embarked on a solo travel adventure, discovering the beauty of new places at my own pace. #SoloTravel #SeniorExplorer ",2023-07-01 14:00:00, SoloAdventurer ,Instagram,30,60,USA,2023,July,Saturday,embark solo travel adventur discov beauti new place pace solotravel seniorexplor,0.0,neutral,"['embark', 'solo', 'travel', 'adventur', 'discov', 'beauti', 'new', 'place', 'pace', 'solotravel', 'seniorexplor']"
"Attended a vintage car show, reminiscing about the classics that once ruled the roads. Nostalgia in every rev. #VintageCars #ClassicRides ",2023-07-02 18:30:00, CarEnthusiastSenior ,Facebook,22,45,UK,2023,July,Sunday,attend vintag car show reminisc classic rule road nostalgia everi rev vintagecar classicrid,0.0,neutral,"['attend', 'vintag', 'car', 'show', 'reminisc', 'classic', 'rule', 'road', 'nostalgia', 'everi', 'rev', 'vintagecar', 'classicrid']"
"Started a community garden, growing not just plants but friendships too. Green thumbs unite! #CommunityGarden #SeniorGardener ",2023-07-03 12:45:00, GreenThumbSenior ,Twitter,28,55,Canada,2023,July,Monday,start commun garden grow plant friendship green thumb unit communitygarden seniorgarden,0.4404,positive,"['start', 'commun', 'garden', 'grow', 'plant', 'friendship', 'green', 'thumb', 'unit', 'communitygarden', 'seniorgarden']"
"Hosted a family dinner, where laughter echoed louder than the clinking of utensils. Family, the heart of happiness. #FamilyDinner #SeniorHost ",2023-07-04 17:00:00, FamilyHostSenior ,Instagram,35,70,USA,2023,July,Tuesday,host famili dinner laughter echo louder clink utensil famili heart happi familydinn seniorhost,0.4939,positive,"['host', 'famili', 'dinner', 'laughter', 'echo', 'louder', 'clink', 'utensil', 'famili', 'heart', 'happi', 'familydinn', 'seniorhost']"
"Enrolled in a dance class for seniors, moving to the rhythm of life. Age is just a number on the dance floor. #DanceClass #SeniorDancer ",2023-07-05 20:15:00, DanceEnthusiastSenior ,Twitter,18,35,UK,2023,July,Wednesday,enrol danc class senior move rhythm life age number danc floor danceclass seniordanc,0.0772,positive,"['enrol', 'danc', 'class', 'senior', 'move', 'rhythm', 'life', 'age', 'number', 'danc', 'floor', 'danceclass', 'seniordanc']"
"Visited an art gallery, appreciating the brushstrokes that tell tales of creativity. Art, an eternal companion. #ArtGallery #SeniorArtLover ",2023-07-06 14:30:00, ArtGalleryVisitor ,Facebook,25,50,USA,2023,July,Thursday,visit art galleri appreci brushstrok tell tale creativ art etern companion artgalleri seniorartlov,0.0,neutral,"['visit', 'art', 'galleri', 'appreci', 'brushstrok', 'tell', 'tale', 'creativ', 'art', 'etern', 'companion', 'artgalleri', 'seniorartlov']"
"Started a book club for seniors, where discussions are as lively as the characters in the novels. #BookClub #SeniorReaders ",2023-07-07 19:45:00, SeniorBookClub ,Instagram,22,45,UK,2023,July,Friday,start book club senior discuss live charact novel bookclub seniorread,0.3182,positive,"['start', 'book', 'club', 'senior', 'discuss', 'live', 'charact', 'novel', 'bookclub', 'seniorread']"
"Hosted a picnic in the park, basking in the warmth of friendship and sunshine. Simple joys, timeless memories. #ParkPicnic #SeniorJoy ",2023-07-08 16:00:00, SeniorPicnicHost ,Twitter,30,60,Canada,2023,July,Saturday,host picnic park bask warmth friendship sunshin simpl joy timeless memori parkpicn seniorjoy,0.8658,positive,"['host', 'picnic', 'park', 'bask', 'warmth', 'friendship', 'sunshin', 'simpl', 'joy', 'timeless', 'memori', 'parkpicn', 'seniorjoy']"
"Participated in a local theater production, proving that the stage belongs to every age. #TheaterProduction #SeniorActor ",2023-07-09 22:30:00, SeniorActor ,Facebook,20,40,USA,2023,July,Sunday,particip local theater product prove stage belong everi age theaterproduct senioractor,0.0,neutral,"['particip', 'local', 'theater', 'product', 'prove', 'stage', 'belong', 'everi', 'age', 'theaterproduct', 'senioractor']"
"Embarked on a hiking adventure, conquering trails and relishing the beauty of nature. Age is just a number on the mountaintop. #HikingAdventure #SeniorHiker ",2023-07-10 14:20:00, SeniorHikerExplorer ,Instagram,28,55,UK,2023,July,Monday,embark hike adventur conquer trail relish beauti natur age number mountaintop hikingadventur seniorhik,0.0772,positive,"['embark', 'hike', 'adventur', 'conquer', 'trail', 'relish', 'beauti', 'natur', 'age', 'number', 'mountaintop', 'hikingadventur', 'seniorhik']"
Hosted a photography exhibition featuring snapshots of a life well-lived. Every photo has a story to tell. #PhotographyExhibition #SeniorPhotographer ,2023-07-11 18:45:00, SeniorPhotographerExhibitor ,Twitter,22,45,Canada,2023,July,Tuesday,host photographi exhibit featur snapshot life wellliv everi photo stori tell photographyexhibit seniorphotograph,0.0,neutral,"['host', 'photographi', 'exhibit', 'featur', 'snapshot', 'life', 'wellliv', 'everi', 'photo', 'stori', 'tell', 'photographyexhibit', 'seniorphotograph']"
"Joined a seniors' cycling club, feeling the wind in my hair and the freedom of the open road. #CyclingClub #SeniorCyclist ",2023-07-12 13:45:00, SeniorCyclingEnthusiast ,Facebook,25,50,USA,2023,July,Wednesday,join senior cycl club feel wind hair freedom open road cyclingclub seniorcyclist,0.7506,positive,"['join', 'senior', 'cycl', 'club', 'feel', 'wind', 'hair', 'freedom', 'open', 'road', 'cyclingclub', 'seniorcyclist']"
"Attended a wine tasting event, savoring the richness of flavors that age like fine wine. Cheers to the golden years! #WineTasting #SeniorWineLover ",2023-07-13 20:00:00, SeniorWineConnoisseur ,Instagram,35,70,UK,2023,July,Thursday,attend wine tast event savor rich flavor age like fine wine cheer golden year winetast seniorwinelov,0.8807,positive,"['attend', 'wine', 'tast', 'event', 'savor', 'rich', 'flavor', 'age', 'like', 'fine', 'wine', 'cheer', 'golden', 'year', 'winetast', 'seniorwinelov']"
"Started learning ballroom dancing, gliding gracefully across the dance floor. Ageless elegance in every step. #BallroomDancing #SeniorDancer ",2023-07-14 16:15:00, SeniorBallroomDancer ,Twitter,20,40,USA,2023,July,Friday,start learn ballroom danc glide grace across danc floor ageless eleg everi step ballroomdanc seniordanc,0.4215,positive,"['start', 'learn', 'ballroom', 'danc', 'glide', 'grace', 'across', 'danc', 'floor', 'ageless', 'eleg', 'everi', 'step', 'ballroomdanc', 'seniordanc']"
"Organized a community painting event, turning blank canvases into a masterpiece of shared creativity. #PaintingEvent #SeniorArtist ",2023-07-15 19:30:00, SeniorPaintingOrganizer ,Facebook,28,55,Canada,2023,July,Saturday,organ commun paint event turn blank canvas masterpiec share creativ paintingev seniorartist,0.296,positive,"['organ', 'commun', 'paint', 'event', 'turn', 'blank', 'canvas', 'masterpiec', 'share', 'creativ', 'paintingev', 'seniorartist']"
"Hosted a 'memory lane' evening with old friends, reminiscing about the adventures that shaped our lives. #MemoryLane #SeniorReminiscing ",2023-07-16 14:00:00, SeniorMemoriesHost ,Instagram,30,60,USA,2023,July,Sunday,host memori lane even old friend reminisc adventur shape live memorylan seniorreminisc,0.4939,positive,"['host', 'memori', 'lane', 'even', 'old', 'friend', 'reminisc', 'adventur', 'shape', 'live', 'memorylan', 'seniorreminisc']"
"Joined a seniors' astronomy club, stargazing and finding wonder in the vastness of the cosmos. #AstronomyClub #SeniorStargazer ",2023-07-17 22:15:00, SeniorStargazer ,Twitter,18,35,UK,2023,July,Monday,join senior astronomi club stargaz find wonder vast cosmo astronomyclub seniorstargaz,0.296,positive,"['join', 'senior', 'astronomi', 'club', 'stargaz', 'find', 'wonder', 'vast', 'cosmo', 'astronomyclub', 'seniorstargaz']"
"Attended a local jazz festival, tapping toes to the tunes that have stood the test of time. Music, a lifelong love affair. #JazzFestival #SeniorMusicLover ",2023-07-18 16:30:00, SeniorJazzFestivalGoer ,Facebook,25,50,USA,2023,July,Tuesday,attend local jazz festiv tap toe tune stood test time music lifelong love affair jazzfestiv seniormusiclov,0.6369,positive,"['attend', 'local', 'jazz', 'festiv', 'tap', 'toe', 'tune', 'stood', 'test', 'time', 'music', 'lifelong', 'love', 'affair', 'jazzfestiv', 'seniormusiclov']"
"Started a blog sharing the wisdom gained through the years, proving that every day is a chance to learn and grow. #SeniorWisdom #Blog ",2023-07-19 19:45:00, WisdomBloggerSenior ,Instagram,22,45,UK,2023,July,Wednesday,start blog share wisdom gain year prove everi day chanc learn grow seniorwisdom blog,0.8402,positive,"['start', 'blog', 'share', 'wisdom', 'gain', 'year', 'prove', 'everi', 'day', 'chanc', 'learn', 'grow', 'seniorwisdom', 'blog']"
"Participated in a charity run, proving that age is no barrier to supporting meaningful causes. #CharityRun #SeniorRunner ",2023-07-20 17:00:00, SeniorCharityRunner ,Twitter,30,60,Canada,2023,July,Thursday,particip chariti run prove age barrier support meaning caus charityrun seniorrunn,0.296,positive,"['particip', 'chariti', 'run', 'prove', 'age', 'barrier', 'support', 'meaning', 'caus', 'charityrun', 'seniorrunn']"
"Survived a challenging physics exam. Equations, you won't defeat me! ",2023-08-01 13:30:00, PhysicsWhizHighSchool ,Instagram,20,40,USA,2023,August,Tuesday,surviv challeng physic exam equat wont defeat,0.357,positive,"['surviv', 'challeng', 'physic', 'exam', 'equat', 'wont', 'defeat']"
Exploring the world of coding. Debugging is an adventure on its own! #CodingJourney #HighSchoolCoder ,2023-08-02 14:45:00, CodeExplorerHighSchool ,Twitter,25,50,UK,2023,August,Wednesday,explor world code debug adventur codingjourney highschoolcod,0.0,neutral,"['explor', 'world', 'code', 'debug', 'adventur', 'codingjourney', 'highschoolcod']"
"Joined the school debate team. Words are my weapons, and I'm ready for battle! ",2023-08-03 12:15:00, DebateWarriorHighSchool ,Facebook,18,35,Canada,2023,August,Thursday,join school debat team word weapon im readi battl,0.0,neutral,"['join', 'school', 'debat', 'team', 'word', 'weapon', 'im', 'readi', 'battl']"
"Started a photography club at school. Capturing moments, one snapshot at a time! ",2023-08-04 16:30:00, PhotoClubHighSchool ,Instagram,22,45,USA,2023,August,Friday,start photographi club school captur moment one snapshot time,0.0,neutral,"['start', 'photographi', 'club', 'school', 'captur', 'moment', 'one', 'snapshot', 'time']"
"Daydreaming about the upcoming prom. The dress, the dance – it's a fairytale in the making! ",2023-08-05 19:45:00, PromDreamerHighSchool ,Twitter,30,60,Canada,2023,August,Saturday,daydream upcom prom dress danc fairytal make,0.0,neutral,"['daydream', 'upcom', 'prom', 'dress', 'danc', 'fairytal', 'make']"
Convinced the teacher to have class outdoors. Learning equations with a side of fresh air! ,2023-08-06 14:00:00, OutdoorClassHighSchool ,Facebook,28,55,USA,2023,August,Sunday,convinc teacher class outdoor learn equat side fresh air,0.3182,positive,"['convinc', 'teacher', 'class', 'outdoor', 'learn', 'equat', 'side', 'fresh', 'air']"
"Accidentally spilled paint in art class. Abstract art, right? #ArtClassAdventures #HighSchoolArtist ",2023-08-07 19:45:00, PaintSpillHighSchool ,Instagram,22,45,UK,2023,August,Monday,accident spill paint art class abstract art right artclassadventur highschoolartist,-0.4767,negative,"['accident', 'spill', 'paint', 'art', 'class', 'abstract', 'art', 'right', 'artclassadventur', 'highschoolartist']"
Trying to master the perfect kickflip on my skateboard. Skating into the weekend like a pro! ,2023-08-08 16:00:00, SkateProHighSchool ,Twitter,30,60,Canada,2023,August,Tuesday,tri master perfect kickflip skateboard skate weekend like pro,0.7351,positive,"['tri', 'master', 'perfect', 'kickflip', 'skateboard', 'skate', 'weekend', 'like', 'pro']"
Bonding with friends over the latest K-pop sensation. Fangirling at its finest! ,2023-08-09 22:30:00, KpopFangirlHighSchool ,Facebook,20,40,USA,2023,August,Wednesday,bond friend latest kpop sensat fangirl finest,0.4939,positive,"['bond', 'friend', 'latest', 'kpop', 'sensat', 'fangirl', 'finest']"
Spent hours perfecting a chemistry experiment. Mixing potions like a wizard! ,2023-08-10 14:20:00, ChemistryWizardHighSchool ,Instagram,28,55,UK,2023,August,Thursday,spent hour perfect chemistri experi mix potion like wizard,0.7351,positive,"['spent', 'hour', 'perfect', 'chemistri', 'experi', 'mix', 'potion', 'like', 'wizard']"
Successfully organized a surprise birthday party for a friend. Party planning expert mode: Achieved! ,2023-08-11 18:45:00, BirthdayPartyPlannerHighSchool ,Twitter,22,45,Canada,2023,August,Friday,success organ surpris birthday parti friend parti plan expert mode achiev,0.7845,positive,"['success', 'organ', 'surpris', 'birthday', 'parti', 'friend', 'parti', 'plan', 'expert', 'mode', 'achiev']"
"Joined the drama club to unleash my inner actor. Lights, camera, action! ",2023-08-12 13:45:00, DramaClubStarHighSchool ,Facebook,25,50,USA,2023,August,Saturday,join drama club unleash inner actor light camera action,0.296,positive,"['join', 'drama', 'club', 'unleash', 'inner', 'actor', 'light', 'camera', 'action']"
Got my hands on the latest fantasy novel. Diving into realms of magic and adventure! ,2023-08-13 20:00:00, FantasyBookNerdHighSchool ,Instagram,35,70,UK,2023,August,Sunday,got hand latest fantasi novel dive realm magic adventur,0.6705,positive,"['got', 'hand', 'latest', 'fantasi', 'novel', 'dive', 'realm', 'magic', 'adventur']"
Mastering the art of the perfect doodle during boring classes. Doodles: A+! ,2023-08-14 16:15:00, DoodleMasterHighSchool ,Twitter,20,40,USA,2023,August,Monday,master art perfect doodl bore class doodl,0.4019,positive,"['master', 'art', 'perfect', 'doodl', 'bore', 'class', 'doodl']"
Attempting to break the school record for the longest handstand. Wish me luck! ,2023-08-15 19:30:00, HandstandChallengeHighSchool ,Facebook,28,55,Canada,2023,August,Tuesday,attempt break school record longest handstand wish luck,0.6908,positive,"['attempt', 'break', 'school', 'record', 'longest', 'handstand', 'wish', 'luck']"
Sneaking snacks into class like a pro. The art of snack-smuggling is a sacred skill! ,2023-08-16 14:00:00, SnackSmugglerHighSchool ,Instagram,30,60,USA,2023,August,Wednesday,sneak snack class like pro art snacksmuggl sacr skill,0.3612,positive,"['sneak', 'snack', 'class', 'like', 'pro', 'art', 'snacksmuggl', 'sacr', 'skill']"
Hosting a sleepover with friends this weekend. Preparing for a night of laughter and memories! ,2023-08-17 22:15:00, SleepoverHostHighSchool ,Twitter,18,35,UK,2023,August,Thursday,host sleepov friend weekend prepar night laughter memori,0.7506,positive,"['host', 'sleepov', 'friend', 'weekend', 'prepar', 'night', 'laughter', 'memori']"
"Spent hours on a TikTok dance, only to realize I have two left feet. Dance fail: Unleashed! ",2023-08-18 16:30:00, TikTokFailHighSchool ,Facebook,25,50,USA,2023,August,Friday,spent hour tiktok danc realiz two left feet danc fail unleash,-0.5423,negative,"['spent', 'hour', 'tiktok', 'danc', 'realiz', 'two', 'left', 'feet', 'danc', 'fail', 'unleash']"
Accidentally liked my crush's old photo while stalking their profile. Awkward level: Maximum! ,2023-08-19 19:45:00, SocialMediaBlunderHighSchool ,Instagram,22,45,UK,2023,August,Saturday,accident like crush old photo stalk profil awkward level maximum,-0.4215,negative,"['accident', 'like', 'crush', 'old', 'photo', 'stalk', 'profil', 'awkward', 'level', 'maximum']"
Tried to impress my crush with a smooth conversation. Ended up spilling my drink. Smooth level: Nonexistent! ,2023-08-20 17:00:00, CrushFailHighSchool ,Twitter,30,60,Canada,2023,August,Sunday,tri impress crush smooth convers end spill drink smooth level nonexist,0.3182,positive,"['tri', 'impress', 'crush', 'smooth', 'convers', 'end', 'spill', 'drink', 'smooth', 'level', 'nonexist']"
Mastered the art of creating paper airplanes during lecture. Paper planes: Soaring to new heights! ,2023-08-21 15:45:00, PaperPlaneExpertHighSchool ,Instagram,15,30,USA,2023,August,Monday,master art creat paper airplan lectur paper plane soar new height,0.0,neutral,"['master', 'art', 'creat', 'paper', 'airplan', 'lectur', 'paper', 'plane', 'soar', 'new', 'height']"
Trying to set a new trend by juggling textbooks between classes. Academic juggling: A unique skill! ,2023-08-22 12:30:00, JugglingProHighSchool ,Facebook,22,40,Canada,2023,August,Tuesday,tri set new trend juggl textbook class academ juggl uniqu skill,0.0,neutral,"['tri', 'set', 'new', 'trend', 'juggl', 'textbook', 'class', 'academ', 'juggl', 'uniqu', 'skill']"
Hiding a snack stash in my backpack for emergency cravings. Snack ninja mode: Activated! ,2023-08-23 16:45:00, SnackNinjaHighSchool ,Twitter,28,55,USA,2023,August,Wednesday,hide snack stash backpack emerg crave snack ninja mode activ,-0.1779,negative,"['hide', 'snack', 'stash', 'backpack', 'emerg', 'crave', 'snack', 'ninja', 'mode', 'activ']"
Planning a surprise scavenger hunt for friends. Anticipating the thrill and excitement! ,2023-08-24 18:20:00, ScavengerHuntMasterHighSchool ,Instagram,20,38,UK,2023,August,Thursday,plan surpris scaveng hunt friend anticip thrill excit,0.6908,positive,"['plan', 'surpris', 'scaveng', 'hunt', 'friend', 'anticip', 'thrill', 'excit']"
Danced in the rain to celebrate the end of exams. Rain dance: Unexpectedly refreshing! ,2023-08-25 14:15:00, RainDanceCelebrationHighSchool ,Facebook,25,50,Canada,2023,August,Friday,danc rain celebr end exam rain danc unexpectedli refresh,0.0,neutral,"['danc', 'rain', 'celebr', 'end', 'exam', 'rain', 'danc', 'unexpectedli', 'refresh']"
Accidentally sent a text meant for a friend to the class group chat. Texting fail: Oops moment! ,2023-08-26 17:30:00, GroupChatBlunderHighSchool ,Twitter,18,35,USA,2023,August,Saturday,accident sent text meant friend class group chat text fail oop moment,-0.5267,negative,"['accident', 'sent', 'text', 'meant', 'friend', 'class', 'group', 'chat', 'text', 'fail', 'oop', 'moment']"
Tried a magic trick to impress classmates. Magic fail: Where did that rabbit go? ,2023-08-27 20:45:00, MagicFailHighSchool ,Instagram,22,45,UK,2023,August,Sunday,tri magic trick impress classmat magic fail rabbit go,-0.2023,negative,"['tri', 'magic', 'trick', 'impress', 'classmat', 'magic', 'fail', 'rabbit', 'go']"
Perfecting the art of creating origami during a dull lecture. Origami mastery: A+! ,2023-08-28 16:00:00, OrigamiProHighSchool ,Twitter,18,36,USA,2023,August,Monday,perfect art creat origami dull lectur origami masteri,0.25,positive,"['perfect', 'art', 'creat', 'origami', 'dull', 'lectur', 'origami', 'masteri']"
Attempting to set a new record for the most consecutive hacky sack kicks. Hacky sack skills: Unleashed! ,2023-08-29 13:45:00, HackySackChampionHighSchool ,Instagram,26,48,Canada,2023,August,Tuesday,attempt set new record consecut hacki sack kick hacki sack skill unleash,0.0,neutral,"['attempt', 'set', 'new', 'record', 'consecut', 'hacki', 'sack', 'kick', 'hacki', 'sack', 'skill', 'unleash']"
Creating a secret handshake with friends. Friendship level: Expert! ,2023-08-30 17:30:00, SecretHandshakeHighSchool ,Facebook,20,40,USA,2023,August,Wednesday,creat secret handshak friend friendship level expert,0.7269,positive,"['creat', 'secret', 'handshak', 'friend', 'friendship', 'level', 'expert']"
Embarking on a mission to find the best burger joint in town. Burger connoisseur: Reporting for duty! ,2023-08-31 20:15:00, BurgerQuestHighSchool ,Twitter,24,42,UK,2023,August,Thursday,embark mission find best burger joint town burger connoisseur report duti,0.6369,positive,"['embark', 'mission', 'find', 'best', 'burger', 'joint', 'town', 'burger', 'connoisseur', 'report', 'duti']"
Practicing a stand-up comedy routine for the upcoming talent show. Comedy gig: In the making! ,2023-09-01 14:45:00, ComedyGeniusHighSchool ,Instagram,21,39,Canada,2023,September,Friday,practic standup comedi routin upcom talent show comedi gig make,0.4215,positive,"['practic', 'standup', 'comedi', 'routin', 'upcom', 'talent', 'show', 'comedi', 'gig', 'make']"
Accidentally sent a love letter to the wrong person. Love note fail: Maximum embarrassment! ,2023-09-02 18:30:00, LoveLetterBlunderHighSchool ,Facebook,17,33,USA,2023,September,Saturday,accident sent love letter wrong person love note fail maximum embarrass,-0.3612,negative,"['accident', 'sent', 'love', 'letter', 'wrong', 'person', 'love', 'note', 'fail', 'maximum', 'embarrass']"
Attempting to impress the teacher with an elaborate science experiment. Science geek mode: Activated! ,2023-09-03 22:00:00, ScienceExperimentProHighSchool ,Twitter,23,44,UK,2023,September,Sunday,attempt impress teacher elabor scienc experi scienc geek mode activ,0.2732,positive,"['attempt', 'impress', 'teacher', 'elabor', 'scienc', 'experi', 'scienc', 'geek', 'mode', 'activ']"
Crafting intricate friendship bracelets for the whole squad. Friendship level: Expert weaver! ,2023-09-04 15:15:00, BraceletCraftsmanHighSchool ,Instagram,19,37,USA,2023,September,Monday,craft intric friendship bracelet whole squad friendship level expert weaver,0.7003,positive,"['craft', 'intric', 'friendship', 'bracelet', 'whole', 'squad', 'friendship', 'level', 'expert', 'weaver']"
Attempting to beat the record for the most consecutive cartwheels. Cartwheel challenge: Underway! ,2023-09-05 12:30:00, CartwheelMasterHighSchool ,Twitter,27,52,Canada,2023,September,Tuesday,attempt beat record consecut cartwheel cartwheel challeng underway,0.0,neutral,"['attempt', 'beat', 'record', 'consecut', 'cartwheel', 'cartwheel', 'challeng', 'underway']"
Organizing a movie marathon with friends. Popcorn and cinematic adventures await! ,2023-09-06 16:45:00, MovieMarathonHostHighSchool ,Facebook,22,43,UK,2023,September,Wednesday,organ movi marathon friend popcorn cinemat adventur await,0.5574,positive,"['organ', 'movi', 'marathon', 'friend', 'popcorn', 'cinemat', 'adventur', 'await']"
Experimenting with a new hair color. A bold change for a bold semester! ,2023-09-07 18:20:00, HairColorExperimentHighSchool ,Instagram,20,39,USA,2023,September,Thursday,experi new hair color bold chang bold semest,0.6369,positive,"['experi', 'new', 'hair', 'color', 'bold', 'chang', 'bold', 'semest']"
Building a time capsule to capture memories for the future. Time-traveling emotions! ,2023-09-08 14:15:00, TimeCapsuleCreatorHighSchool ,Facebook,26,48,Canada,2023,September,Friday,build time capsul captur memori futur timetravel emot,0.0,neutral,"['build', 'time', 'capsul', 'captur', 'memori', 'futur', 'timetravel', 'emot']"
Accidentally walked into the wrong classroom on the first day. Classroom mix-up: Awkward start! ,2023-09-09 17:30:00, ClassroomBlunderHighSchool ,Twitter,16,32,USA,2023,September,Saturday,accident walk wrong classroom first day classroom mixup awkward start,-0.7783,negative,"['accident', 'walk', 'wrong', 'classroom', 'first', 'day', 'classroom', 'mixup', 'awkward', 'start']"
